"FileName","FolderPath","Bitrate","Quality","SampleRate","Channels","Duration","Encoding"
"Krig - Feed Me - 01 - Bastard Boss.mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2007 - Krig - Feed Me","Error","Unknown","-","-","-","-"
"Krig - Feed Me - 02 - America's own.mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2007 - Krig - Feed Me","Error","Unknown","-","-","-","-"
"Krig - Feed Me - 03 - Public Static Protected.mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2007 - Krig - Feed Me","Error","Unknown","-","-","-","-"
"Krig - Feed Me - 04 - 777.mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2007 - Krig - Feed Me","Error","Unknown","-","-","-","-"
"Krig - Feed Me - 05 - Throw your pistol away.mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2007 - Krig - Feed Me","Error","Unknown","-","-","-","-"
"Krig - Feed Me - 06 - Rotten MTV.mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2007 - Krig - Feed Me","Error","Unknown","-","-","-","-"
"Krig - Feed Me - 07 - Global Warming.mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2007 - Krig - Feed Me","Error","Unknown","-","-","-","-"
"Krig - Feed Me - 08 - Endless Night.mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2007 - Krig - Feed Me","Error","Unknown","-","-","-","-"
"Krig - Feed Me - 09 - Throw your pistol away (Full Edition).mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2007 - Krig - Feed Me","Error","Unknown","-","-","-","-"
"Krig - Stop the Manipulation - 01 - Foolish Evildoers.mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2008 - Krig - Stop the Manipulation","Error","Unknown","-","-","-","-"
"Krig - Stop the Manipulation - 02 - Globo.mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2008 - Krig - Stop the Manipulation","Error","Unknown","-","-","-","-"
"Krig - Stop the Manipulation - 03 - Reality Show.mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2008 - Krig - Stop the Manipulation","Error","Unknown","-","-","-","-"
"Krig - Stop the Manipulation - 04 - Stop the Manipulation (Feat Luke Renno).mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2008 - Krig - Stop the Manipulation","Error","Unknown","-","-","-","-"
"Krig - Stop the Manipulation - 05 - Weapons of our warfare (Deliverance Cover).mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2008 - Krig - Stop the Manipulation","Error","Unknown","-","-","-","-"
"Krig - Stop the Manipulation - 06 - Bastard Boss (Live).mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2008 - Krig - Stop the Manipulation","Error","Unknown","-","-","-","-"
"Krig - Stop the Manipulation - 07 - Global Warming (Live).mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2008 - Krig - Stop the Manipulation","Error","Unknown","-","-","-","-"
"Krig - Stop the Manipulation - 08 - Rotten MTV (Live).mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2008 - Krig - Stop the Manipulation","Error","Unknown","-","-","-","-"
"Krig - Stop the Manipulation - 09 - Untitled Hidden Track.mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2008 - Krig - Stop the Manipulation","Error","Unknown","-","-","-","-"
"Krig - Target Human, Mission Destroy - 01 - Mercenary Pastor.mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2009 - Krig - Target Human, Mission Destroy","Error","Unknown","-","-","-","-"
"Krig - Target Human, Mission Destroy - 02 - Fatality Brutality.mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2009 - Krig - Target Human, Mission Destroy","Error","Unknown","-","-","-","-"
"Krig - Target Human, Mission Destroy - 03 - Chaos in the Air.mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2009 - Krig - Target Human, Mission Destroy","Error","Unknown","-","-","-","-"
"Krig - Target Human, Mission Destroy - 04 - Fast Food.mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2009 - Krig - Target Human, Mission Destroy","Error","Unknown","-","-","-","-"
"Krig - Target Human, Mission Destroy - 05 - My Intestine is Displayed.mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2009 - Krig - Target Human, Mission Destroy","Error","Unknown","-","-","-","-"
"Krig - Target Human, Mission Destroy - 06 - You Will Be Hated.mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2009 - Krig - Target Human, Mission Destroy","Error","Unknown","-","-","-","-"
"Krig - Target Human, Mission Destroy - 07 - My Abstract Side.mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2009 - Krig - Target Human, Mission Destroy","Error","Unknown","-","-","-","-"
"Krig - Target Human, Mission Destroy - 08 - Amazon Bleeds.mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2009 - Krig - Target Human, Mission Destroy","Error","Unknown","-","-","-","-"
"Krig - Target Human, Mission Destroy - 09 - Politicians in the pigsty.mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2009 - Krig - Target Human, Mission Destroy","Error","Unknown","-","-","-","-"
"Krig - Target Human, Mission Destroy - 10 - Beautiful Mutilation.mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2009 - Krig - Target Human, Mission Destroy","Error","Unknown","-","-","-","-"
"Krig - Live in D.F. Bootleg - 01 - Mercenary Pastor (Live).mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2010 - Krig - Live in D.F. Bootleg","Error","Unknown","-","-","-","-"
"Krig - Live in D.F. Bootleg - 02 - Rotten MTV (Live).mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2010 - Krig - Live in D.F. Bootleg","Error","Unknown","-","-","-","-"
"Krig - Live in D.F. Bootleg - 03 - G.L.O.B.O (Palavra).mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2010 - Krig - Live in D.F. Bootleg","Error","Unknown","-","-","-","-"
"Krig - Live in D.F. Bootleg - 04 - G.L.O.B.O (Live).mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2010 - Krig - Live in D.F. Bootleg","Error","Unknown","-","-","-","-"
"Krig - Live in D.F. Bootleg - 04 - Public Static Protected.mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2010 - Krig - Live in D.F. Bootleg","Error","Unknown","-","-","-","-"
"Krig - Live in D.F. Bootleg - 05 - Public Static Protected (Live)..mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2010 - Krig - Live in D.F. Bootleg","Error","Unknown","-","-","-","-"
"Krig - Live in D.F. Bootleg - 06 - Dilacerated (Live).mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2010 - Krig - Live in D.F. Bootleg","Error","Unknown","-","-","-","-"
"Krig - Live in D.F. Bootleg - 07 - Bastard Boss (Live).mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2010 - Krig - Live in D.F. Bootleg","Error","Unknown","-","-","-","-"
"Krig - Live in D.F. Bootleg - 08 - Global Warming (Live).mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2010 - Krig - Live in D.F. Bootleg","Error","Unknown","-","-","-","-"
"Krig - Live in D.F. Bootleg - 09 - 777 (Live).mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2010 - Krig - Live in D.F. Bootleg","Error","Unknown","-","-","-","-"
"Krig - Live in D.F. Bootleg - 10 - God is Alive (Live).mp3","D:\Files\Recordings\superpackage.musics\Krig - Discography\Albums\2010 - Krig - Live in D.F. Bootleg","Error","Unknown","-","-","-","-"
